,OrderID,OrderPrice,Amount_Charged,GiftBox,Preferences,Rating
10,171890362,50,56.5,"4040,4228","I don’t drink coffee or tea 🤭$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 📸 I enjoy capturing pictures &amp; videos $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  $$$ $$$Have kid/s 3 girl and 1 boy years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
11,171890361,150,156.0,"4108,1859,2076,4991","I’m more of a tea person 🍵$$$Any specialty tea is good for me 🍵$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 📸 I enjoy capturing pictures &amp; videos $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ $$$ $$$Have kid/s Warriors, Niners! years old$$$Send 👍",0
12,171890356,40,46.5,"1985,4693","I’m more of a tea person 🍵$$$I prefer herbal/de-caffeinated teas✌$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  Healthy Sweet Treats 🍯 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$  🐶 I have a pet dog $$$ $$$Have kid/s Boy 10, 17, 12, Girl 10 years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s SF 49ers, LA Lakers years old$$$Send 👍",0
13,171890352,50,68.0,"2594,4443,1002","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
14,171890350,250,256.0,"4228,4520,3635,2838","I don’t drink coffee or tea 🤭$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Healthy Sweet Treats 🍯 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
15,171890347,75,79.0,"4759,4879,4038",I don’t drink coffee or tea 🤭$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I like everything 👍$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$ $$$Send 👍$$$$$$Send 👍,0
16,171890346,30,34.0,"5043,5236","I'm a coffee person ☕️$$$I like coffee but I don’t like to brew 😋$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 📸 I enjoy capturing pictures &amp; videos $$$  🎧 Can’t live without my Music $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$Oh yeah! 🤘",0
17,171890343,30,34.0,"1859,3008","I’m more of a tea person 🍵$$$Any specialty tea is good for me 🍵$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$ $$$Have kid/s Girl-5 girl-7 years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
18,171890342,30,34.0,"245,5089","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 🎧 Can’t live without my Music $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$  🐶 I have a pet dog $$$ $$$Have kid/s 29 years old$$$Send 👍$$$Can't say 🤔",0
19,171890341,30,34.0,"2594,1002","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 📸 I enjoy capturing pictures &amp; videos $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$ $$$Send 👍$$$Oh yeah! 🤘",0
20,171890340,250,254.0,"245,3661,1863,3848,4879","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
21,171890330,65,76.0,"2994,4038,2996","I’m more of a tea person 🍵$$$I prefer herbal/de-caffeinated teas✌$$$ Healthy Sweet Treats 🍯 $$$ $$$I like everything 👍$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$  $$$ $$$Have kid/s Girl-14 yr, Boy 11-yr years old$$$ I love being outdoors 🚶‍♀️ $$$ ",0
22,171890321,40,44.0,"4825,2352,4700","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Healthy Sweet Treats 🍯 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 📸 I enjoy capturing pictures &amp; videos $$$  $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
23,171890318,75,79.0,"245,4040,4443","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$  🐶 I have a pet dog $$$ $$$Have kid/s Boy/15yr girl/14yr years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s Boston red sox years old$$$Send 👍",0
24,171890317,50,54.0,"4729,1859,4700","I’m more of a tea person 🍵$$$Any specialty tea is good for me 🍵$$$ Healthy Sweet Treats 🍯 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$ $$$Have kid/s boy/2y girl/1w years old$$$Send 👍$$$ I have a thing for classic pens 🖋 $$$  I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
25,171890316,40,44.0,"1859,2352,5089","I’m more of a tea person 🍵$$$Any specialty tea is good for me 🍵$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 📸 I enjoy capturing pictures &amp; videos $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
26,171890313,30,34.0,"4108,3677","I don’t drink coffee or tea 🤭$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 📸 I enjoy capturing pictures &amp; videos $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
27,171890284,75,90.0,"1985,4040,4444","I’m more of a tea person 🍵$$$I prefer herbal/de-caffeinated teas✌$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s Books years old$$$Send 👍",0
28,171890280,100,104.0,"245,3823,4040,4228","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 📸 I enjoy capturing pictures &amp; videos $$$  $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  🐶 I have a pet dog $$$ $$$Send 👍$$$ I have a thing for classic pens 🖋 $$$  I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
29,171890275,50,54.0,"4228,4040","I don’t drink coffee or tea 🤭$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  🐶 I have a pet dog $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s Denver Broncos years old$$$Send 👍",0
30,171890273,30,34.0,"2594,4879",I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I like everything 👍$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍,0
31,171890268,40,43.0,"1985,4204","I’m more of a tea person 🍵$$$I prefer herbal/de-caffeinated teas✌$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ Shellfi $$$ $$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  🐶 I have a pet dog $$$ $$$ I love being outdoors 🚶‍♀️ $$$  $$$ ",0
32,171890263,30,48.0,"4607,4700","I'm a coffee person ☕️$$$I like coffee but I don’t like to brew 😋$$$ Healthy Sweet Treats 🍯 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 📸 I enjoy capturing pictures &amp; videos $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$ $$$Have kid/s Boy 13, boy 8 years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
33,171890262,30,48.0,"1985,4700","I’m more of a tea person 🍵$$$I prefer herbal/de-caffeinated teas✌$$$ Healthy Sweet Treats 🍯 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ $$$ $$$Have kid/s Lakers, Lifting weights, and Inspirational quotes, videos, messages years old$$$Send 👍",0
34,171890261,30,48.0,"5061,5236","I'm a coffee person ☕️$$$I like coffee but I don’t like to brew 😋$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  🐶 I have a pet dog $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s Chicago Cubs, Chicago Bears years old$$$Send 👍",0
35,171890260,30,48.0,"4271,4729","I'm a coffee person ☕️$$$I like coffee but I don’t like to brew 😋$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  Healthy Sweet Treats 🍯 $$$ no meat $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 📸 I enjoy capturing pictures &amp; videos $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  🐶 I have a pet dog $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s bell hooks (lowercase), A New Earth, Eckhart Tolle, The Power of Now years old$$$Send 👍",0
36,171890259,30,48.0,"5061,5089","I'm a coffee person ☕️$$$I like coffee but I don’t like to brew 😋$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$ $$$Have kid/s Girl 10, Boy 7 years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s Beyonce years old$$$Send 👍",0
37,171890258,30,48.0,"4271,4879","I don’t drink coffee or tea 🤭$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  🐶 I have a pet dog $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
38,171890257,30,48.0,"5061,3677","I'm a coffee person ☕️$$$I like coffee but I don’t like to brew 😋$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ $$$  🐶 I have a pet dog $$$ $$$Have kid/s Boy 2 years$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
39,171890255,50,54.0,"2594,4443,1002","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$ $$$Have kid/s Girl, 13 y/o, Girl, 16 y/o years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
40,171890254,50,54.0,"4825,2352,4729","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ Garlic honey  $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 📸 I enjoy capturing pictures &amp; videos $$$  $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
41,171890250,30,34.0,"4825,3008","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ $$$ $$$Have kid/s Girl-4 Girl-2 boy-7 boy-18 years old$$$Send 👍$$$ $$$ $$$Have kid/s Baseball years old$$$Send 👍",0
42,171890247,50,56.0,"2594,3823,4700","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Healthy Sweet Treats 🍯 $$$ $$$Send 👍$$$Red or White Wine 🍷🍾 (and similar drinks)$$$ 🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
43,171890245,100,104.0,"245,4040,2996,4108","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$  Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  Healthy Sweet Treats 🍯 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 📸 I enjoy capturing pictures &amp; videos $$$  $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  🐶 I have a pet dog $$$ $$$Send 👍$$$ $$$ $$$Have kid/s Ny Rangers, suspense books years old$$$Send 👍",0
44,171890234,30,36.0,"4271,1002","I'm a coffee person ☕️$$$I like coffee but I don’t like to brew 😋$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$ $$$Send 👍$$$ I have a thing for classic pens 🖋 $$$ $$$Send 👍",0
45,171890229,30,34.0,"4962,1002","I’m more of a tea person 🍵$$$Any specialty tea is good for me 🍵$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I like everything 👍$$$ 🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$  🐶 I have a pet dog $$$ $$$Have kid/s Boys 8 &amp; 11 years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s Philadelphia eagles years old$$$Send 👍",0
46,171890228,50,56.0,"4830,4443","I don’t drink coffee or tea 🤭$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$ Severe Dairy Alle $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ 🐶 I have a pet dog $$$ $$$Send 👍$$$ $$$ $$$Have kid/s KC chiefs and LV Raiders fans 😂 years old$$$Send 👍",0
47,171890227,50,53.0,"4825,4879,4444","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$ $$$Send 👍$$$Hard liquor (for example -- Whiskey, Bourbon, Rum, Tequila) 🥃$$$ $$$ $$$Have kid/s 3 girls 7,9,15 years old$$$Send 👍$$$ $$$ $$$Have kid/s Ana gabriel years old$$$Send 👍",0
48,171890226,50,54.0,"1985,4108",I’m more of a tea person 🍵$$$I prefer herbal/de-caffeinated teas✌$$$ Healthy Sweet Treats 🍯 $$$ WW - Weight Watchers approved $$$ $$$Send 👍$$$I like everything 👍$$$ 📸 I enjoy capturing pictures &amp; videos $$$  $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  $$$  🐶 I have a pet dog $$$ $$$Have kid/s Girl-15 years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$  $$$ $$$Have kid/s All Philadelphia years old$$$Send 👍,0
49,171890223,50,56.0,"4879,4607,5007",I don’t drink coffee or tea 🤭$$$ Savories and non-sweet snacks 🥓 🥕🥨 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 📸 I enjoy capturing pictures &amp; videos $$$  📱🏡 Smart home gadgets are so cool. I love them. $$$  🐶 I have a pet dog $$$ $$$Send 👍$$$$$$Send 👍,0
50,171890222,50,56.5,"1859,4108,1002","I’m more of a tea person 🍵$$$Any specialty tea is good for me 🍵$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 📸 I enjoy capturing pictures &amp; videos $$$  $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$  🐶 I have a pet dog $$$ $$$Have kid/s Boy-13 years old$$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
51,171890221,50,68.0,"2825,1002,4729","I'm a coffee person ☕️$$$I love to make pour over/specialty coffees from coffee beans 🙋‍♀️☕️$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
52,171890220,30,36.0,"4825,2996","I'm a coffee person ☕️$$$I like to brew regular ground coffee ☕️$$$ Healthy Sweet Treats 🍯 $$$  I do NOT have any allergies or dietary restrictions 👍 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$ $$$Send 👍$$$ I love being outdoors 🚶‍♀️ $$$ $$$Send 👍",0
53,171890218,30,33.0,"2241,3008","I'm a coffee person ☕️$$$I like coffee but I don’t like to brew 😋$$$ Chocolates, Candies and baked treats 🍫 🍪 🍩 $$$ $$$Send 👍$$$I do not drink alcohol ☝️$$$ 📱🏡 Smart home gadgets are so cool. I love them. $$$  🧘‍♀️🕯💆‍♀️🤸‍♂️I’m into health, wellness &amp; body care $$$  $$$  🐶 I have a pet dog $$$ $$$Have kid/s 7 years old$$$Send 👍$$$Can't say 🤔",0
